instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,"Está próximo de tudo principalmente do FAMOSO mercado Municipal de Porto Alegre, onde continuam as bancas que tanto encantam moradores e turistas, e mesmo executivos em transito ou trabalho.",turista,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto.",aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem.",chuveiro,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Atendimento ok, sem brilho, mas eficiente.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,Internet wireless tbm funcionou legal.,internet,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Não tem elevador, então quem vem com mta bagagem sofre.",elevador,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Acomodação muito boa (quarto largo, confortável e banheiro amplo) e staff extremamente profissional e acolhedor, associado à ótima localização (na esquina da Time Square).",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Acomodação muito boa (quarto largo, confortável e banheiro amplo) e staff extremamente profissional e acolhedor, associado à ótima localização (na esquina da Time Square).",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Diferencial do café da manhã (incluso), pouco usual em NYC.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",limpeza,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",café da manhã,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Horrivel...apesar de perto de metro , a area é pessima , e o hotel nem se fala...  Limpeza , café da manhã, atendimento , conservação do hotel...tudo pessimo.",atendimento,negativa
Please extract the sentiment polarity for the given aspect in the review:,"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",atendimento,neutra
Please extract the sentiment polarity for the given aspect in the review:,"E a 2 vez que retorno a este hotel,continua muito bom com uma localizacao incrivel,quartos muito grandes com area de estar porem atendimento mediano e nescessario subir com suas malas ao menos que pague 5 dolares para o bellmen ou e nescessario esperar bastante pelas toalhas.",toalha,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Muito bom hotel, ótima localização, quarto confortável (cama nota dez), banheiro limpo.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários não são muito simpáticos, só havia um funcionário da Recepção que era bastante simpático e prestativo (o nome dele é Jack).",funcionários,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários não são muito simpáticos, só havia um funcionário da Recepção que era bastante simpático e prestativo (o nome dele é Jack).",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã por 7 euros por pessoa é simples, porém é um bom preço para Paris que é uma cidade muito cara.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã por 7 euros por pessoa é simples, porém é um bom preço para Paris que é uma cidade muito cara.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Boa relação custo-benefício, fica muito perto do Times Square, os quartos são bem limpos e aconchegantes, a cama é ótima, não tem café da manhã, mas são fornecidos café, chá e açúcar diariamente, e tem muitos mercadinhos e starbucks há uma quadra de distância.",custo-benefício,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Boa relação custo-benefício, fica muito perto do Times Square, os quartos são bem limpos e aconchegantes, a cama é ótima, não tem café da manhã, mas são fornecidos café, chá e açúcar diariamente, e tem muitos mercadinhos e starbucks há uma quadra de distância.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Boa relação custo-benefício, fica muito perto do Times Square, os quartos são bem limpos e aconchegantes, a cama é ótima, não tem café da manhã, mas são fornecidos café, chá e açúcar diariamente, e tem muitos mercadinhos e starbucks há uma quadra de distância.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Boa relação custo-benefício, fica muito perto do Times Square, os quartos são bem limpos e aconchegantes, a cama é ótima, não tem café da manhã, mas são fornecidos café, chá e açúcar diariamente, e tem muitos mercadinhos e starbucks há uma quadra de distância.",café da manhã,neutra
Please extract the sentiment polarity for the given aspect in the review:,A simpatia dos funcionários deixa a desejar!,funcionários,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Muito boa a estadia, quartos bons, amplos, totalmente reformados.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,A equipe do hotel é muito eficiente e atenciosa.,hotel,positiva
