inputs,instructions,outputs
Please extract the aspect terms in the review:,O Express estava lotado e resolvi ficar no Expressinho.,Ningún aspecto
Please extract the aspect terms in the review:,"Enfim,,, evite.",Ningún aspecto
Please extract the aspect terms in the review:,O hotel expressinho esta localizado ao lado do Hotel expresso e compartilha um excelente cafe da manhã.,hotel
Please extract the aspect terms in the review:,"Como a proposta é a simplicidade ele não possui elevador, somente escada para acesso aos quartos, que são limpos e organizados.",elevador [ssep] quarto
Please extract the aspect terms in the review:,A equipe de atendimento é atenciosa.,atendimento
Please extract the aspect terms in the review:,"A localização é muito boa, perto de tudo no Centro.",localização
Please extract the aspect terms in the review:,O hotel fica na Andradas e não tem estacionamento.,hotel [ssep] estacionamento
Please extract the aspect terms in the review:,"Acomodações simples, mas bem limpas.",Ningún aspecto
Please extract the aspect terms in the review:,As salas para eventos são meio apertadas e limitadas.,Ningún aspecto
Please extract the aspect terms in the review:,Café bom.,Ningún aspecto
Please extract the aspect terms in the review:,Tem que deixar o carro próximo.,Ningún aspecto
Please extract the aspect terms in the review:,Esta foi a segunda vez que fiquei neste hotel e sempre voltarei quando for a Paris.,hotel
Please extract the aspect terms in the review:,"Quartos limpos, renovados, bom atendimento e localização imbatível.",quarto [ssep] atendimento [ssep] localização
Please extract the aspect terms in the review:,Preço bom para a localização e para os padrões de Paris.,preço
Please extract the aspect terms in the review:,Pode - se ir a pé para os principais pontos turisticos e o metro fica na porta do hotel.,Ningún aspecto
Please extract the aspect terms in the review:,"hotel bom, novo, bem localizado, com boas instalações e de ótimo custo benefício.",hotel [ssep] instalações
Please extract the aspect terms in the review:,"Quarto e banheiro confortável, limpo e novo, funcionários atenciosos.",quarto [ssep] funcionários
Please extract the aspect terms in the review:,"No final, na transfer para o aeroporto, solicitamos um carro e nos deram uma limousine sem qualquer custo a mais.",aeroporto
Please extract the aspect terms in the review:,Excelente custo benefício.,Ningún aspecto
Please extract the aspect terms in the review:,"Voltarei, recomendo e indico.",Ningún aspecto
Please extract the aspect terms in the review:,Wifi muito boa e gratuita para os hóspedes,Ningún aspecto
Please extract the aspect terms in the review:,"Gosto muito dos hoteis do Grupo Accor, especialmente os Hotéis com a marca Ibis, mas este hotel especialmente tem funcionários extremamente mal educados e sem nenhuma disposição para dar suporte ao hospéde, realmente uma decepção, agem como se não tivessem a obrigação de atender com educação aos hospédes.",hotel [ssep] funcionários
Please extract the aspect terms in the review:,"Pontos favoráveis: Hotel limpo e reformado, café da manhã muito bom, muito próximo de duas estações de metrô o que facilita tranquilamente a vida de quem vai a Paris.",hotel [ssep] café da manhã
Please extract the aspect terms in the review:,"Pontos desfavoráveis: o quarto é muito pequeno, o elevador é minúsculo e não é perto dos pontos turísticos.",elevador
Please extract the aspect terms in the review:,"Como o bairro de Bercy não é turístico, convive-se mais de perto com o legítimo parisiense.",Ningún aspecto
Please extract the aspect terms in the review:,Próximo há um mercado Monoprix e próximo alguns restaurantes que dão para o gasto.,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel com ótima localização, atendimento e limpeza.",hotel [ssep] localização [ssep] atendimento [ssep] limpeza
Please extract the aspect terms in the review:,"O chuveiro do banheiro também poderia ser melhor, pois seu suporte estava rachado, dificultando sua fixação.",chuveiro
Please extract the aspect terms in the review:,Os quartos poderiam ser maiores pelo valor pago.,Ningún aspecto
Please extract the aspect terms in the review:,"Ainda assim, voltaria a me hospedar lá.",Ningún aspecto
Please extract the aspect terms in the review:,"Não contratei café-da-manhã, por isto não tenho como avaliá-lo.",Ningún aspecto
Please extract the aspect terms in the review:,A equipe do hotel é muito atenciosa e educada.,Ningún aspecto
Please extract the aspect terms in the review:,"Impecável, espaçoso, escelente e gigante cama de casal.",cama
Please extract the aspect terms in the review:,"Como NY é sinônimo de compras, o quarto sempre estava cheia delas que nunca foram tocadas pelo serviço de limpeza de quarto.",limpeza
Please extract the aspect terms in the review:,"A Chilena Monica, gerente do hotel, é de uma simpatia impar.",gerente
Please extract the aspect terms in the review:,"Após ler excelentes recomendações deste hotel por aqui, resolvi arriscar.",Ningún aspecto
Please extract the aspect terms in the review:,Posso garantir que todos os elogios que li estavam corretos.,Ningún aspecto
Please extract the aspect terms in the review:,Os quartos estão sendo reformados e tive a sorte de ficar em um deles.,Ningún aspecto
Please extract the aspect terms in the review:,Tudo funciona e o banheiro é enorme.,Ningún aspecto
Please extract the aspect terms in the review:,Retornarei.,Ningún aspecto
Please extract the aspect terms in the review:,"Por ser um hotel de rede internacional, atende todos os requisitos básicos de um bom hotel, tendo como diferenciais o excelente atendimento dos recepcionistas, sempre muito solicitos e falando em espanhol , o café da manhã com ótimos croassants e, o mais importante: a localização.",hotel [ssep] atendimento [ssep] café da manhã [ssep] localização
Please extract the aspect terms in the review:,Está a dois passos da estação de metro e próximo de bons restaurantes.,Ningún aspecto
Please extract the aspect terms in the review:,Um hotel gigantesco como todos em Las Vegas.,hotel
Please extract the aspect terms in the review:,"Os melhores quartos estão na torre 2 que foi reformada, mas ainda continua com móveis pesados.",quarto [ssep] móveis
Please extract the aspect terms in the review:,"O hotel não é tão iluminado,, mas não senti nenhum cheiro de cigarro ,o tapete dos corredores e do elevador são sempre aspirados.",tapete [ssep] corredor [ssep] elevador
Please extract the aspect terms in the review:,O local é privilegiado pois está na esquina da Strip.,Ningún aspecto
Please extract the aspect terms in the review:,"Evitem chegar tarde no check in,e aos sábados.",Ningún aspecto
Please extract the aspect terms in the review:,Serviço de quarto ruim e quarto apertado.,serviço [ssep] serviço de quarto
Please extract the aspect terms in the review:,"Se quiser internet, pague.",internet
Please extract the aspect terms in the review:,"Café da manhã tolerável, mas sem grandes predicados.",café da manhã
Please extract the aspect terms in the review:,Sem academia ou outras amenidades.,Ningún aspecto
Please extract the aspect terms in the review:,"Mas não espere velocidade ou estabilidade, mesmo pagando.",Ningún aspecto
Please extract the aspect terms in the review:,"Ar condicionado janeleiro, muito barulhento.",Ningún aspecto
Please extract the aspect terms in the review:,Fiquei uma semana hospedada no Etap Hotel Paris La Villette e realmente a relação custo/benefício é impar.,hotel
Please extract the aspect terms in the review:,"A limpeza, organização e atendimento foram ótimos, assim como o café da manhã, muito completo.",limpeza [ssep] atendimento [ssep] café da manhã
Please extract the aspect terms in the review:,"Sempre que vou a Paris me hospedo nesta rede e fico muito satisfeita, pois sei que sempre vou encontrar um hotel de qualidade.",Ningún aspecto
Please extract the aspect terms in the review:,"Café da manhã muito bom (frutas, pães, geleias, etc...) serviço extremamente gentil de todos (recepção, camareira, maleteiro) e acomodações ótimas (quarto triplo).",café da manhã [ssep] serviço [ssep] recepção
Please extract the aspect terms in the review:,"Excelente localização, a duas quadras da Champs Elysée, podendo ir a pé em vários lugares.",localização
Please extract the aspect terms in the review:,"Custo/benefício excelente, pelo preço pago.",Ningún aspecto
Please extract the aspect terms in the review:,Valeu a pena mesmo.,Ningún aspecto
Please extract the aspect terms in the review:,"Room Tip: O apartamento triplo, era uma espécie de suite junior.",Ningún aspecto
Please extract the aspect terms in the review:,"Se forem em 3 pessoas adultas, escolham este...",Ningún aspecto
Please extract the aspect terms in the review:,"Excelente hotel, bem localizado, apesar de não ficar exatamente na Strip.",hotel
Please extract the aspect terms in the review:,"Nosso quarto era no 42º andar, com uma vista espetacular de Las Vegas.",quarto
Please extract the aspect terms in the review:,"O quarto era super confortável, grande, bem decorado, super limpo.",Ningún aspecto
Please extract the aspect terms in the review:,"O banheiro também era excelente, limpíssimo.",Ningún aspecto
Please extract the aspect terms in the review:,O staff também era super prestativo e educado.,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel boutique, com excelente localização, serviço super prestativo e ultra atencioso (pasmem! lieberaram generosos early check-in e late chek-out), quartos e banheiro muito confortáveis e espaçosos (raro em NY), interessante sistema de buffet de café da manha e happy hour inclluidos.",hotel [ssep] localização [ssep] serviço [ssep] quarto
Please extract the aspect terms in the review:,Super recomendável!,Ningún aspecto
